epoch,time,loss,val_loss,dice
1,260.1983184814453,0.31621362386753393,0.0,0
2,280.3363766670227,0.04765775245123397,0.0,0
3,258.78564834594727,0.03139958955264225,0.0,0
4,256.76601481437683,0.02822985052883909,0.0,0
5,332.488169670105,0.026064293508153084,0.0,0
6,262.11623430252075,0.02330708439899282,0.0,0
7,260.9486517906189,0.022796861555117866,0.0,0
8,250.04774451255798,0.02264901390299201,0.0,0
9,246.90893602371216,0.022230029184990133,0.0,0
10,248.37341022491455,0.019977606554774516,0.0,0
11,253.33317470550537,0.020526332309850452,0.0,0
12,260.8783435821533,0.019092781976915708,0.0,0
13,258.87292861938477,0.020447675955478837,0.0,0
14,251.56471014022827,0.01909981141039452,0.0,0
15,258.2146303653717,0.020282449389691832,0.0,0
16,242.4839174747467,0.018694625750850558,0.0,0
17,254.33901262283325,0.018978866811740578,0.0,0
18,252.52859377861023,0.018613697507213374,0.0,0
19,252.42518782615662,0.019548199096391092,0.0,0
20,257.8569211959839,0.0173575893712465,0.0,0
21,250.6643717288971,0.01800880696737585,0.0,0
22,255.56351447105408,0.018808822220447257,0.0,0
23,265.5155918598175,0.016615132078939016,0.0,0
24,257.4781835079193,0.01701478036894156,0.0,0
25,263.17959928512573,0.01662597692640017,0.0,0
26,258.0919556617737,0.01787440820311465,0.0,0
27,255.18675637245178,0.016627317412009537,0.0,0
28,252.1604199409485,0.01613830214666839,0.0,0
29,258.3029384613037,0.01603733592580398,0.0,0
30,289.3243033885956,0.015774439527138414,"tensor(0.0053, device='cuda:0')","tensor(0.9601, device='cuda:0')"
31,299.49111819267273,0.01596729020430399,"tensor(0.0047, device='cuda:0')","tensor(0.9644, device='cuda:0')"
32,303.9930408000946,0.015230348973442755,"tensor(0.0048, device='cuda:0')","tensor(0.9625, device='cuda:0')"
33,303.25144147872925,0.015087809842883246,"tensor(0.0048, device='cuda:0')","tensor(0.9634, device='cuda:0')"
34,309.7896683216095,0.015370456777816522,"tensor(0.0048, device='cuda:0')","tensor(0.9625, device='cuda:0')"
35,294.26021456718445,0.014627307937584651,"tensor(0.0046, device='cuda:0')","tensor(0.9676, device='cuda:0')"
36,300.8302409648895,0.015246101309539382,"tensor(0.0045, device='cuda:0')","tensor(0.9641, device='cuda:0')"
37,291.7462828159332,0.015171577919649473,"tensor(0.0047, device='cuda:0')","tensor(0.9633, device='cuda:0')"
38,309.2973155975342,0.015107474748057112,"tensor(0.0046, device='cuda:0')","tensor(0.9632, device='cuda:0')"
39,300.99635195732117,0.015598289472178901,"tensor(0.0044, device='cuda:0')","tensor(0.9615, device='cuda:0')"
40,305.78442096710205,0.014661781318759478,"tensor(0.0045, device='cuda:0')","tensor(0.9636, device='cuda:0')"
